7443;5,7;3,2;4,8;5;2,6;9,3
5514;4,4;9,5;3,9;8,4;9,4;5,8
6591;5,3;7,6;5,7;9;9,5;4,9
1321;2,1;4;7,3;8,7;7,5;8,5
2809;9,4;8;4,6;3,4;9,6;9,3
1705;8,6;9,2;5,3;6;2,1;4,8
4851;3,3;3,6;8,2;6,4;5,8;7,5
8085;2,9;5;7,1;6,3;5,9;3,4
2688;5,7;5,5;3,9;9,7;7,9;4,3
6031;2,2;8,9;9,4;9,5;5;7,4
4833;5,6;9,3;4,8;2,7;9;6,8
2622;4,4;4,4;3,6;6,1;2,6;3,4
8546;2,1;6,5;3,5;6,2;4,2;9,9
7614;7,1;4,4;5,2;3;6,3;5,3
7381;9,9;6,7;2,1;4,3;6,6;7,1
6573;6,4;9,7;3,1;6,9;3;2
4942;6,7;3,5;6,6;5,1;4,2;8,8
6902;3,4;4,3;9,4;8,7;4,6;4,6
9439;9,9;9,6;5,1;8,3;2,3;2,1
7680;2,8;3,4;9;2,1;5,5;5,1
9865;5,9;4,8;4,6;6,6;2,7;9,2
9351;2,5;6,3;9,7;5,6;2,5;6,9
4131;7;8,2;9,5;3,6;5;2,7
6871;3,3;7,2;5,8;6,9;3,4;6,9
7857;2,4;6,8;5,9;9,7;4,5;8,7
4295;4,6;4,2;8,1;3,4;3,3;4
9500;5,3;2,3;7,9;9;9,1;4,5
4077;6,9;8,5;3,6;6,8;9,1;6,7
5926;4,8;8,5;8,7;5,8;7,1;2,7
