7443;2,1;3,2;2,9;2,3;7,3;6,4
5514;5,0;5,9;7,6;4,4;7,4;7,2
6591;8,9;3,1;5,0;2,1;2,7;8,8
1321;8,1;6,7;5,2;5,2;5,5;3,0
2809;5,2;3,5;5,3;9,9;5,7;9,3
1705;2,3;3,2;5,8;7,1;4,6;6,1
4851;7,1;7,5;6,6;4,7;4,1;5,9
8085;8,6;6,3;3,1;2,5;4,8;7,6
2688;5,8;8,7;6,4;5,3;2,9;3,5
6031;4,2;2,6;8,2;5,2;2,5;5,8
4833;4,1;5,5;3,1;2,2;7,6;5,9
2622;8,5;7,2;9,1;7,2;8,1;4,4
8546;8,0;3,8;10,0;8,9;5,5;4,6
7614;8,1;3,6;10,0;8,0;6,3;5,9
7381;3,3;4,8;8,1;4,5;9,5;4,8
6573;6,4;2,4;8,8;9,5;5,3;4,5
4942;6,6;7,3;5,8;6,5;9,3;4,9
6902;4,6;7,4;6,2;9,2;9,9;5,4
9439;5,3;9,5;6,7;2,8;8,8;4,1
7680;9,1;8,4;6,8;7,7;9,4;4,4
9865;5,8;6,2;2,0;7,7;7,0;4,7
9351;7,4;7,1;7,1;8,5;2,2;4,6
4131;4,7;2,0;2,6;8,0;2,6;4,2
6871;5,8;4,1;3,6;8,4;4,5;5,1
7857;8,4;2,5;3,6;10,0;8,1;5,5
4295;5,1;2,5;10,0;7,3;8,3;5,6
9500;2,1;7,7;9,9;6,0;3,9;3,5
4077;9,1;8,6;2,0;9,1;4,5;8,4
5926;7,2;2,5;2,5;5,0;5,0;3,3
