7443;3,1;9,6;7,3;2,1;6,4;6
5514;7,2;3,8;4,1;4,7;3,7;10
6591;4,8;7;8;2,4;4,5;6,8
1321;5,4;2,7;3,8;6,5;6,2;9,7
2809;4,7;8,5;4,2;3,8;7,9;8,1
1705;6;4,9;3,9;4,3;5,7;6,2
4851;7,1;3,5;9,7;2,1;3,1;6,2
8085;6,5;4,9;4,6;3;3,6;6,1
2688;10;2,5;8,1;8,7;5,7;6,1
6031;5,2;8,5;7,3;3,5;4,9;9,1
4833;2,4;4,5;9,6;5,5;6,1;5,6
2622;9,3;7,6;2,1;4,5;6,9;2,5
8546;3,8;6;4,9;5,1;6,7;8,6
7614;4,8;8;2,3;8;5,5;9,9
7381;8,9;2,4;3,2;5,1;6,9;8,3
6573;7,9;7,6;4,7;2,6;6,5;6,6
4942;2,8;3,7;5,2;7,8;2,1;7
6902;7,5;7,7;2,9;2;4,9;8,7
9439;7,1;3,9;4;7,7;4,3;7,6
7680;2,4;2,7;10;3,1;3,9;2,5
9865;6,2;4,5;9,1;8;4,2;2,2
9351;4,5;5,6;8,7;8,8;4,8;3,3
4131;3,3;8,4;6;7;6,6;2,7
6871;7,7;4,1;4,6;5,7;8,6;6,9
7857;8,3;8,2;3,6;5,3;9,8;9,7
4295;3;9,9;4,8;9,6;4,4;5,2
9500;8,4;7,2;5,4;8,4;5,6;7,5
4077;5,3;2;7,1;2,3;2;4,6
5926;3,1;3,3;2,4;6;7,6;3,3
