7443;4,1;2,5;5,5;9,7;8,2;7,5
5514;7,3;2,4;8,7;3,2;2,1;3,6
6591;5,1;4,5;3,6;4,9;8,0;9,3
1321;7,9;5,2;5,0;3,4;9,7;4,5
2809;5,5;8,1;7,9;10,0;7,2;8,5
1705;8,9;4,1;9,5;3,5;7,1;6,9
4851;2,5;3,4;5,4;5,3;2,9;2,3
8085;7,5;4,8;3,9;8,7;7,1;6,5
2688;8,9;5,3;3,5;5,2;6,2;4,6
6031;5,6;8,5;8,1;4,7;8,4;6,9
4833;2,9;7,9;5,6;7,4;4,1;7,5
2622;5,9;9,1;4,5;5,5;5,2;3,2
8546;9,8;8,4;5,7;6,9;5,5;9,1
7614;4,2;3,5;3,8;8,7;7,5;7,5
7381;9,6;9,3;2,0;7,8;6,2;2,3
6573;7,2;6,2;6,9;2,5;2,0;7,4
4942;2,7;9,3;3,4;3,1;7,5;8,3
6902;7,1;2,7;3,7;6,9;4,1;5,9
9439;7,2;6,0;6,9;3,7;8,0;5,8
7680;3,4;8,6;9,3;3,1;9,7;6,7
9865;6,4;6,3;6,3;8,5;9,6;8,8
9351;5,5;6,1;2,0;8,3;5,5;6,6
4131;7,7;3,0;3,1;9,9;5,3;7,2
6871;4,2;2,4;6,4;7,6;2,6;10,0
7857;4,6;2,6;7,8;5,3;5,7;6,6
4295;6,5;6,6;7,6;3,6;4,6;8,3
9500;2,3;2,7;3,9;6,4;4,3;9,2
4077;7,6;6,6;2,7;3,7;9,7;9,8
5926;7,3;3,9;6,0;2,8;6,6;9,6
