7443;7,1;6,3;5,4;6;3,3;9
5514;8,2;2,6;9,6;9,7;2,2;3,6
6591;4,3;4,7;6,4;2,9;7,5;8,2
1321;4;7,9;8,9;6;3,3;4,7
2809;6,4;5,2;7,3;9,1;3,6;2,7
1705;3,6;10;2,1;9,2;7;8,3
4851;8;5,5;5,2;9,7;9;9,1
8085;9;2,4;4,9;3,7;5,3;3,4
2688;4,1;7,6;10;2,5;5;6,1
6031;6,5;8;4,8;3,9;3,9;10
4833;2,1;4,3;6,8;6;2,3;4
2622;4,2;8,8;6,6;7,3;2,3;4,2
8546;5,2;8,1;9,8;5,7;6,8;8,6
7614;5,4;6,6;6,6;8,4;9,3;7,5
7381;7;9,7;8,2;3,4;9,4;7
6573;8,1;6,3;3,2;3,3;2,9;4,4
4942;7,8;6,3;4;7,9;8,1;3,7
6902;5,4;5,1;5,9;6,2;8,8;5,6
9439;6;6,4;7,1;3,3;5,6;3,8
7680;5;5,6;9,7;3,3;9,9;4,7
9865;4,1;9;3,1;9,2;6,8;4,4
9351;6,9;9,5;5,3;8,6;4,2;4,6
4131;4,7;9,4;10;4,6;9,6;4,7
6871;9,8;9,4;2,3;2,9;2;2,9
7857;8,2;5,1;3,1;5,4;3,4;9,3
4295;3,5;5,4;5,9;7,5;9,5;2,6
9500;9;3,7;8,7;3,2;5,8;3,7
4077;9;3,2;3;3;6,5;4,1
5926;7,2;4,1;8,6;6,7;5;3,5
